UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Vibration Sensor [g],Acoustic Emission [dB],Current Draw [A],RUL,failure_mode,time_to_failure
4420,M19279,M,302.6,310.2,2676,10.8,84,1,Power Failure,0.2781652239948918,53.6337227409657,11.640876288327084,169,Power Failure,169
4421,H33834,H,302.6,310.2,1873,21.3,87,0,No Failure,0.6369701107654184,60.68155647781834,12.07535908146052,166,No Failure,166
4422,L51601,L,302.6,310.2,1325,62.4,92,1,Heat Dissipation Failure,0.3913945417881914,55.48880898642616,11.017481439614414,161,Heat Dissipation Failure,161
4423,M19282,M,302.6,310.2,2157,17.2,94,0,No Failure,0.6255403609459896,58.69216388386732,11.26501395212361,159,No Failure,159
4424,M19283,M,302.6,310.2,1563,39.0,97,0,No Failure,0.5945869643684145,58.27616710063172,11.312240912737291,156,No Failure,156
4425,M19284,M,302.6,310.2,1631,31.0,100,0,No Failure,0.4099409647463938,57.86082892141064,5.006340017558152,153,No Failure,153
4426,L51605,L,302.5,310.2,1547,36.9,103,0,No Failure,0.3867215048732255,70.01473542038143,10.020395364014233,150,No Failure,150
4427,L51606,L,302.6,310.3,1479,40.4,105,0,No Failure,0.5350370216386339,57.79837157661905,6.40708255765999,148,No Failure,148
4428,M19287,M,302.4,310.1,1379,48.9,107,1,Heat Dissipation Failure,0.4155675962816929,55.958680874665376,11.01827895134308,146,Heat Dissipation Failure,146
4429,L51608,L,302.4,310.1,1906,21.2,110,0,No Failure,0.5102484642158207,56.18709285251476,5.813783705360606,143,No Failure,143
4430,M19289,M,302.3,310.1,1731,33.4,112,0,No Failure,0.4517172409193081,65.21888478200877,9.6391229292986,141,No Failure,141
4431,H33844,H,302.3,310.1,1688,30.4,115,0,No Failure,0.3218841585534366,51.73948834153533,11.095539552039174,138,No Failure,138
4432,H33845,H,302.3,310.2,1443,54.6,120,0,No Failure,0.2769531980875541,56.1868854178224,7.764484103367376,133,No Failure,133
4433,L51612,L,302.4,310.2,1445,46.4,125,0,No Failure,0.5226684248494597,67.23411420055767,11.92343192102644,128,No Failure,128
4434,H33847,H,302.4,310.2,1435,44.9,127,0,No Failure,0.4438442253669374,61.21993093998823,11.013244339903494,126,No Failure,126
4435,L51614,L,302.4,310.1,1556,32.9,132,0,No Failure,0.4446910183085867,60.95961002518057,10.76164939167582,121,No Failure,121
4436,L51615,L,302.3,310.1,1321,52.7,134,1,Heat Dissipation Failure,0.5695863839093785,70.66073230071851,11.396003175021065,119,Heat Dissipation Failure,119
4437,M19296,M,302.4,310.1,1577,35.8,136,0,No Failure,0.6173442276632445,61.23173976474249,9.281599824466689,117,No Failure,117
4438,L51617,L,302.4,310.2,1578,31.2,139,0,No Failure,0.472745527863819,56.45906919320209,10.303837727513615,114,No Failure,114
4439,L51618,L,302.4,310.1,1418,52.3,141,0,No Failure,0.4659401293090138,58.589614715618254,10.0201031444684,112,No Failure,112
4440,M19299,M,302.4,310.2,1392,55.8,143,0,No Failure,0.5500143033113883,54.32283845484716,9.97490211076771,110,No Failure,110
4441,L51620,L,302.5,310.3,1446,44.0,146,0,No Failure,0.3643064430300424,66.27968520007849,8.655937846705847,107,No Failure,107
4442,L51621,L,302.5,310.2,1329,50.6,148,1,Heat Dissipation Failure,0.5223153054747697,62.87280858768358,7.5149357705545885,105,Heat Dissipation Failure,105
4443,L51622,L,302.5,310.2,1563,34.8,150,0,No Failure,0.5551885971822154,65.62207074985444,9.32628330142105,103,No Failure,103
4444,L51623,L,302.5,310.3,1405,57.4,152,0,No Failure,0.5680230208417629,66.06491964274686,9.216104185611464,101,No Failure,101
4445,L51624,L,302.4,310.2,2224,16.0,154,0,No Failure,0.3063247297497535,57.928946095362335,8.52653802496622,99,No Failure,99
4446,L51625,L,302.5,310.2,1716,29.9,156,0,No Failure,0.4238644730191059,55.27623573995555,11.704107563620047,97,No Failure,97
4447,L51626,L,302.5,310.3,1584,35.5,158,0,No Failure,0.4121736747176533,59.741434443459774,7.655586764288774,95,No Failure,95
4448,M19307,M,302.5,310.3,1488,41.8,160,0,No Failure,0.5099886954409213,55.636194646057305,9.656981682217516,93,No Failure,93
4449,L51628,L,302.4,310.3,1374,51.2,163,1,Heat Dissipation Failure,0.5480744579767984,60.82478437704513,12.332679423122505,90,Heat Dissipation Failure,90
4450,M19309,M,302.4,310.3,1378,54.3,165,1,Heat Dissipation Failure,0.6496710407445981,65.66048440417345,11.818258705199105,88,Heat Dissipation Failure,88
4451,L51630,L,302.5,310.3,1551,37.3,168,0,No Failure,0.4505034519631927,59.159301769754165,12.432587770194566,85,No Failure,85
4452,L51631,L,302.5,310.3,1549,40.9,170,0,No Failure,0.4502427501690786,60.749975449538695,8.818438845251546,83,No Failure,83
4453,M19312,M,302.5,310.3,1447,39.2,172,0,No Failure,0.6149672018878747,59.53077191888317,11.568576251455417,81,No Failure,81
4454,L51633,L,302.4,310.2,1400,53.7,175,0,No Failure,0.5296576938530305,64.01363786218849,7.874059206043737,78,No Failure,78
4455,L51634,L,302.4,310.1,1401,48.8,177,0,No Failure,0.6267651511187974,56.66108802855855,9.44825208836692,76,No Failure,76
4456,H33869,H,302.4,310.1,1597,28.9,179,0,No Failure,0.5288728003009836,49.0177686917845,9.636488378439614,74,No Failure,74
4457,L51636,L,302.3,310.1,1487,46.0,184,0,No Failure,0.3842883381286729,62.3543442968769,8.848319575603979,69,No Failure,69
4458,M19317,M,302.5,310.3,1710,27.3,186,0,No Failure,0.3666871645222193,64.93917210653997,9.27637202383095,67,No Failure,67
4459,L51638,L,302.6,310.4,1478,47.7,189,0,No Failure,0.344848775094107,62.23187122379268,9.013248145005294,64,No Failure,64
4460,L51639,L,302.6,310.4,1743,26.3,191,0,No Failure,0.5662051834758474,56.79884752265993,8.03521237779661,62,No Failure,62
4461,L51640,L,302.6,310.5,1596,32.8,193,0,No Failure,0.6188596823087008,54.32493950906966,11.712827012011584,60,No Failure,60
4462,L51641,L,302.7,310.5,1642,30.8,195,0,No Failure,0.6849362141386381,62.472487658901606,9.635099994251462,58,No Failure,58
4463,L51642,L,302.7,310.5,1263,67.8,197,1,Heat Dissipation Failure,0.584310533232324,60.70739476467337,10.402873087834571,56,Heat Dissipation Failure,56
4464,L51643,L,302.8,310.6,2016,19.9,199,0,No Failure,0.6162838577534986,59.37103686170836,10.32755374238571,54,No Failure,54
4465,L51644,L,302.8,310.6,1671,30.5,201,0,No Failure,0.4419983667346315,69.11231671496896,10.109452850220045,52,No Failure,52
4466,L51645,L,302.8,310.6,1404,43.2,203,0,No Failure,0.3843584183256143,55.26599952909334,10.185609092112855,50,No Failure,50
4467,L51646,L,302.8,310.6,1470,41.1,205,0,No Failure,0.5850079332417554,68.87518510563733,9.389165559937958,48,No Failure,48
4468,L51647,L,302.8,310.6,1617,37.9,207,0,No Failure,0.5417680752239401,60.1589195243532,12.836793737029726,46,No Failure,46
4469,L51648,L,302.7,310.5,1725,29.0,209,0,No Failure,0.5107444374340893,50.822147615645626,11.521489523270718,44,No Failure,44
4470,L51649,L,302.7,310.5,1446,40.9,211,1,Tool Wear Failure,0.538737148063299,59.10398672840429,10.03676406554204,42,Tool Wear Failure,42
4471,L51650,L,302.7,310.6,1564,34.3,0,0,No Failure,0.5323185482458206,64.79748038299721,9.105891128067874,253,No Failure,253
4472,L51651,L,302.8,310.6,1670,29.1,2,0,No Failure,0.6283816859853562,58.17472483597515,9.76235831454184,251,No Failure,251
4473,L51652,L,302.7,310.6,1501,48.7,4,0,No Failure,0.6294985584816956,52.626107293808026,10.835243032743492,249,No Failure,249
4474,L51653,L,302.7,310.5,1551,35.9,6,0,No Failure,0.5544220352340347,59.17742734101915,12.999880185072625,247,No Failure,247
4475,L51654,L,302.7,310.5,1563,35.0,8,0,No Failure,0.5845802872562929,55.71413813054147,7.253904910669911,245,No Failure,245
4476,L51655,L,302.7,310.5,1351,41.8,10,1,Heat Dissipation Failure,0.5514062552424775,62.459072005439815,11.319549517283557,243,Heat Dissipation Failure,243
4477,L51656,L,302.6,310.4,1415,52.1,12,0,No Failure,0.4538830267965381,63.86699908033805,12.253447273557269,241,No Failure,241
4478,L51657,L,302.6,310.3,1647,34.2,14,0,No Failure,0.575656467491314,54.71864796125947,7.026563060189536,239,No Failure,239
4479,L51658,L,302.5,310.2,1477,41.6,16,0,No Failure,0.3605504931140738,56.47097972442175,9.63769824653745,237,No Failure,237
4480,L51659,L,302.6,310.2,1923,21.5,18,0,No Failure,0.6053891552295884,63.78321232553469,7.870964053833922,235,No Failure,235
4481,H33894,H,302.7,310.4,1305,55.2,20,1,Heat Dissipation Failure,0.3805477060233965,55.705778608505206,10.861059223354069,233,Heat Dissipation Failure,233
4482,M19341,M,302.6,310.4,1544,35.1,25,0,No Failure,0.5285803286794732,54.58920932086002,9.283298135288897,228,No Failure,228
4483,H33896,H,302.7,310.5,1568,36.9,28,0,No Failure,0.4154846041573841,54.106544341018726,9.73972186623975,225,No Failure,225
4484,L51663,L,302.7,310.4,1489,42.7,33,0,No Failure,0.5553388983074427,61.7601930647906,9.177888385443053,220,No Failure,220
4485,M19344,M,302.6,310.4,1451,43.1,35,0,No Failure,0.4966074774072091,61.54578859758732,11.440326865536536,218,No Failure,218
4486,L51665,L,302.7,310.4,1542,35.7,38,0,No Failure,0.3405244041836667,56.57976984810479,10.458065921196276,215,No Failure,215
4487,M19346,M,302.6,310.5,1965,20.2,40,0,No Failure,0.5420699631018479,60.02542698064117,10.461853528079311,213,No Failure,213
4488,L51667,L,302.5,310.5,1436,36.5,43,0,No Failure,0.4422079223167289,67.63566192077565,10.321243650162907,210,No Failure,210
4489,M19348,M,302.5,310.4,1509,37.6,45,0,No Failure,0.5881146720813369,55.12969921540889,11.144981760904274,208,No Failure,208
4490,L51669,L,302.5,310.4,1487,40.2,48,0,No Failure,0.5001325688734407,50.24128695494775,9.476056290287351,205,No Failure,205
4491,L51670,L,302.5,310.4,1967,20.3,50,0,No Failure,0.5395420985388039,62.27537787860185,13.401549575081852,203,No Failure,203
4492,H33905,H,302.6,310.4,1409,53.3,52,0,No Failure,0.4042431044984788,59.44799418049206,7.530410497562961,201,No Failure,201
4493,M19352,M,302.6,310.5,1420,56.4,57,0,No Failure,0.4410667768572638,56.449874565924496,6.548163103660702,196,No Failure,196
4494,L51673,L,302.7,310.5,1511,37.7,60,0,No Failure,0.4541361363898915,63.26040118677454,6.382638862782853,193,No Failure,193
4495,H33908,H,302.6,310.4,1649,30.1,62,0,No Failure,0.5856702480242556,64.19612572334395,5.840823761415129,191,No Failure,191
4496,L51675,L,302.6,310.4,1359,57.2,67,1,Heat Dissipation Failure,0.6677377087805489,48.95860990059954,11.346339629640504,186,Heat Dissipation Failure,186
4497,M19356,M,302.5,310.4,1605,36.0,69,0,No Failure,0.4194828248257123,56.73701045334256,11.10273539856528,184,No Failure,184
4498,L51677,L,302.5,310.3,1523,36.0,72,0,No Failure,0.607684814465768,71.58758115598428,12.41555298355119,181,No Failure,181
4499,H33912,H,302.6,310.4,1614,36.0,74,0,No Failure,0.2830322582274298,62.91702457899096,7.886723570588956,179,No Failure,179
4500,H33913,H,302.6,310.3,1721,27.4,79,0,No Failure,0.380581059890771,63.38051819148575,11.490922909491,174,No Failure,174
4501,L51680,L,302.6,310.4,1638,36.2,84,0,No Failure,0.4041221543813225,65.86447139315739,10.113648124298612,169,No Failure,169
4502,L51681,L,302.5,310.2,1307,54.0,86,1,Heat Dissipation Failure,0.3647491310559277,60.08534412599863,10.33317299831172,167,Heat Dissipation Failure,167
4503,L51682,L,302.4,310.2,1642,28.3,88,0,No Failure,0.341641161021242,63.9834208004581,11.251245790699215,165,No Failure,165
4504,M19363,M,302.5,310.2,1751,30.5,90,0,No Failure,0.5412998912137797,63.590310219186016,8.487436497875112,163,No Failure,163
4505,L51684,L,302.4,310.1,1645,31.6,93,0,No Failure,0.4785932302272138,62.6952074837638,15.174498270808977,160,No Failure,160
4506,L51685,L,302.4,310.1,1426,46.8,95,0,No Failure,0.5379405397605109,58.38994014691298,12.663760608550708,158,No Failure,158
4507,M19366,M,302.4,310.1,1520,36.6,97,0,No Failure,0.5690472686121513,60.86029461183129,8.936588092009279,156,No Failure,156
4508,L51687,L,302.4,310.1,1709,31.8,100,0,No Failure,0.5265616993172534,57.05819217846611,7.818523884553304,153,No Failure,153
4509,L51688,L,302.4,310.0,1426,46.6,102,0,No Failure,0.5657763176150373,60.06407152283248,9.824191676390615,151,No Failure,151
4510,L51689,L,302.4,310.1,1429,43.7,104,0,No Failure,0.4930467713757731,54.15754553950367,10.364516887164084,149,No Failure,149
4511,L51690,L,302.4,310.2,1346,62.4,106,1,Heat Dissipation Failure,0.3813006611694255,56.04688004363524,12.131230519416622,147,Heat Dissipation Failure,147
4512,L51691,L,302.5,310.2,1454,43.0,108,0,No Failure,0.6057814180820796,58.58843979037536,7.662558176863348,145,No Failure,145
4513,M19372,M,302.5,310.3,1411,49.5,110,0,No Failure,0.4410887867218873,55.28147284284962,10.570973886398331,143,No Failure,143
4514,L51693,L,302.4,310.3,1900,24.4,113,0,No Failure,0.4064403701237574,57.47491364627412,6.941969951170422,140,No Failure,140
4515,L51694,L,302.4,310.3,1479,36.2,115,0,No Failure,0.4822082124195602,59.18037011622242,10.872715186822235,138,No Failure,138
4516,L51695,L,302.5,310.4,1415,48.2,117,0,No Failure,0.4087189080703487,62.01131172332189,9.7849915590839,136,No Failure,136
4517,L51696,L,302.5,310.3,1539,39.0,119,0,No Failure,0.4582569618010568,64.74628650926455,13.873359524571526,134,No Failure,134
4518,L51697,L,302.4,310.3,1520,31.6,121,0,No Failure,0.5344053921563466,57.68107814310946,6.907994911560646,132,No Failure,132
4519,L51698,L,302.4,310.3,1480,45.8,123,0,No Failure,0.5348341739246127,66.67552308634312,12.74121676298021,130,No Failure,130
4520,L51699,L,302.4,310.4,1666,29.7,125,0,No Failure,0.410216993357437,64.69305539312747,6.592337329667563,128,No Failure,128
4521,L51700,L,302.4,310.4,1456,47.6,127,0,No Failure,0.4512294627051255,62.52046915971971,7.345579451186992,126,No Failure,126
4522,L51701,L,302.4,310.4,1865,23.9,129,0,No Failure,0.6074333004770244,60.768245646483095,6.6458108830556695,124,No Failure,124
4523,M19382,M,302.5,310.5,1918,21.6,131,0,No Failure,0.5496400117733942,61.59560420934271,10.500705216902109,122,No Failure,122
4524,L51703,L,302.5,310.4,1488,48.4,134,0,No Failure,0.7075065039348541,65.93525575333192,7.652602378492533,119,No Failure,119
4525,M19384,M,302.5,310.5,1527,38.8,136,0,No Failure,0.6180128173741528,66.11789829879636,7.3033369894389235,117,No Failure,117
4526,M19385,M,302.4,310.4,1463,42.2,139,0,No Failure,0.614429306855994,66.67473364191821,10.40553520324676,114,No Failure,114
4527,L51706,L,302.4,310.4,1521,38.5,142,0,No Failure,0.3612131449544198,60.20663415938502,10.903550771749382,111,No Failure,111
4528,M19387,M,302.4,310.5,1372,45.7,144,1,Heat Dissipation Failure,0.5763860351633423,62.77483582499306,10.079698608300651,109,Heat Dissipation Failure,109
4529,L51708,L,302.5,310.5,1507,39.5,147,0,No Failure,0.4946893198303089,66.71773253311025,9.675561701956894,106,No Failure,106
4530,M19389,M,302.4,310.4,1586,34.3,149,0,No Failure,0.444901819646175,56.88141982541804,13.657819264874355,104,No Failure,104
4531,L51710,L,302.5,310.4,1487,42.0,152,0,No Failure,0.5168015340532528,58.40791573140848,10.29167253248394,101,No Failure,101
4532,L51711,L,302.5,310.5,1520,41.2,154,0,No Failure,0.5945211534611483,60.080183315067394,11.6113829478445,99,No Failure,99
4533,H33946,H,302.5,310.4,1422,41.9,156,0,No Failure,0.5500831591004212,64.49799368989703,10.285844251379917,97,No Failure,97
4534,M19393,M,302.4,310.3,1375,52.5,161,1,Heat Dissipation Failure,0.412152619865794,64.57586075359312,7.804247423490631,92,Heat Dissipation Failure,92
4535,L51714,L,302.4,310.2,1633,28.0,164,0,No Failure,0.5742458913592621,58.84567944401032,11.099775363804032,89,No Failure,89
4536,L51715,L,302.4,310.2,1503,36.2,166,0,No Failure,0.4362412457924036,52.45695272810145,8.688405377060416,87,No Failure,87
4537,L51716,L,302.4,310.2,1351,45.1,168,1,Heat Dissipation Failure,0.5216683118964286,61.23091972147984,9.818027723921528,85,Heat Dissipation Failure,85
4538,L51717,L,302.3,310.2,1548,35.3,170,0,No Failure,0.4696649932522865,55.408419313358,10.610805363786852,83,No Failure,83
4539,L51718,L,302.4,310.3,1923,23.3,172,0,No Failure,0.4781133748264374,52.55031897679889,6.117163866226714,81,No Failure,81
4540,L51719,L,302.5,310.3,1592,32.6,174,0,No Failure,0.576624297504051,53.68064219633142,6.780995752216542,79,No Failure,79
4541,M19400,M,302.5,310.4,1580,35.6,176,0,No Failure,0.3959806280184102,61.6319050392278,11.818918344995126,77,No Failure,77
4542,L51721,L,302.5,310.4,1427,46.8,179,0,No Failure,0.6945195074276933,66.80518680466403,8.672507106802112,74,No Failure,74
4543,M19402,M,302.5,310.4,1581,32.7,181,0,No Failure,0.3178913930705503,60.194472581181216,8.767356021782279,72,No Failure,72
4544,M19403,M,302.6,310.5,1542,39.9,184,0,No Failure,0.4402332316745143,61.05690327322982,10.33287679474164,69,No Failure,69
4545,L51724,L,302.5,310.4,1349,55.1,187,1,Heat Dissipation Failure,0.5370211889941741,65.91447469438963,9.22865480575626,66,Heat Dissipation Failure,66
4546,L51725,L,302.5,310.5,1463,43.0,189,0,No Failure,0.558431416643531,52.27772545458223,10.83517676328558,64,No Failure,64
4547,M19406,M,302.5,310.4,1429,43.2,191,0,No Failure,0.4899524279428295,62.60088210800136,9.897756422533911,62,No Failure,62
4548,M19407,M,302.5,310.4,1451,53.6,194,0,No Failure,0.4942609296998457,59.942051078405896,10.397205900360897,59,No Failure,59
4549,L51728,L,302.6,310.5,1511,37.2,197,0,No Failure,0.5410550085327617,62.830287294160335,8.596283219515495,56,No Failure,56
4550,L51729,L,302.6,310.6,1549,37.5,199,0,No Failure,0.4768930522542319,57.58258045798092,10.387189646561856,54,No Failure,54
4551,M19410,M,302.5,310.5,1507,40.2,201,0,No Failure,0.6393181257934906,55.91031354786759,12.210178173670888,52,No Failure,52
4552,M19411,M,302.6,310.5,1524,33.7,204,0,No Failure,0.5839349114231602,60.70254452142802,8.864503567771603,49,No Failure,49
4553,M19412,M,302.7,310.5,1880,22.7,207,0,No Failure,0.5872824351005634,68.24595661667232,11.830636600544302,46,No Failure,46
4554,L51733,L,302.6,310.5,1461,45.4,0,0,No Failure,0.4033843276629583,64.30455052270732,9.8968793633547,253,No Failure,253
4555,L51734,L,302.6,310.5,1748,28.2,2,0,No Failure,0.4920611575594297,57.46153614909954,11.468963311955877,251,No Failure,251
4556,L51735,L,302.7,310.6,1690,26.7,4,0,No Failure,0.4699534051279296,53.2951398200936,10.25754263670622,249,No Failure,249
4557,M19416,M,302.7,310.6,1349,51.2,6,1,Heat Dissipation Failure,0.3994398624310534,51.58966358151108,9.933178159804148,247,Heat Dissipation Failure,247
4558,L51737,L,302.7,310.6,1686,26.3,9,0,No Failure,0.5360164183945767,66.58049725925241,10.699459364152732,244,No Failure,244
4559,L51738,L,302.7,310.7,1369,47.5,11,1,Heat Dissipation Failure,0.4462354242220183,55.224588559320864,12.427195124604498,242,Heat Dissipation Failure,242
4560,L51739,L,302.7,310.7,1433,43.7,13,0,No Failure,0.5655403829850237,58.37243293502532,10.47219458843015,240,No Failure,240
4561,L51740,L,302.7,310.7,1597,41.9,15,0,No Failure,0.3929808437105668,66.60605563038789,10.957061661816796,238,No Failure,238
4562,L51741,L,302.9,310.8,1610,32.2,17,0,No Failure,0.6719040612841821,51.93049272260504,9.263030172846598,236,No Failure,236
4563,L51742,L,302.7,310.7,1398,57.7,19,0,No Failure,0.4103667341407938,67.46132254737529,13.141772947990052,234,No Failure,234
4564,L51743,L,302.7,310.7,1977,20.0,21,0,No Failure,0.5219302337200437,58.73179773053749,11.280674221859345,232,No Failure,232
4565,L51744,L,302.8,310.8,1516,39.5,23,0,No Failure,0.5791859310388068,54.25708342380631,10.155416920050012,230,No Failure,230
4566,H33979,H,302.7,310.8,1275,55.0,25,1,Heat Dissipation Failure,0.4429359569799887,58.76324536425543,9.75469265549065,228,Heat Dissipation Failure,228
4567,L51746,L,302.8,310.8,1402,50.5,30,0,No Failure,0.5852468643432951,56.38701609299261,11.95581653854622,223,No Failure,223
4568,M19427,M,302.8,310.8,1451,44.7,32,0,No Failure,0.3770816402199584,62.20409899452858,8.787591845909482,221,No Failure,221
4569,M19428,M,302.7,310.8,1555,36.1,35,0,No Failure,0.645211769918256,56.75933783056111,6.434249967457334,218,No Failure,218
4570,L51749,L,302.8,310.9,1636,35.0,38,0,No Failure,0.5014149264965758,50.44178894540478,10.144799198848911,215,No Failure,215
4571,L51750,L,302.8,310.9,1312,52.2,40,1,Heat Dissipation Failure,0.440358859203112,58.89718732795505,12.380009146228687,213,Heat Dissipation Failure,213
4572,L51751,L,302.8,310.9,1708,29.8,42,0,No Failure,0.4700818227572566,53.217274738567305,13.182617622369348,211,No Failure,211
4573,M19432,M,302.9,311.0,1556,36.5,44,0,No Failure,0.5808919269392719,61.0215994199416,9.78541211313224,209,No Failure,209
4574,H33987,H,302.8,311.0,1436,43.5,47,0,No Failure,0.4415544708149562,54.06434833858338,10.087175327883566,206,No Failure,206
4575,M19434,M,302.9,311.0,1402,40.7,52,0,No Failure,0.4250642310577222,57.55993598413957,11.03906086503191,201,No Failure,201
4576,M19435,M,302.9,311.0,1437,49.9,55,0,No Failure,0.4778463402416262,60.91293902107168,9.47130116227247,198,No Failure,198
4577,M19436,M,302.9,311.1,1926,21.8,58,0,No Failure,0.3823037887230032,58.93770637482865,11.032811896782295,195,No Failure,195
4578,L51757,L,303.0,311.2,1800,23.7,61,0,No Failure,0.6820543907941816,61.25215141500522,9.829196497863464,192,No Failure,192
4579,L51758,L,303.0,311.2,1641,32.6,63,0,No Failure,0.4433605408785276,63.40143582858878,12.02273651438036,190,No Failure,190
4580,L51759,L,303.0,311.2,1374,48.2,65,1,Heat Dissipation Failure,0.5831616786180404,54.21033150134347,11.445961026195649,188,Heat Dissipation Failure,188
4581,L51760,L,303.0,311.2,1494,37.0,67,0,No Failure,0.5209470083647773,59.67801229687646,11.620455664604863,186,No Failure,186
4582,L51761,L,303.0,311.2,1601,32.9,69,0,No Failure,0.4015465949518031,43.35248101245935,9.589364710395824,184,No Failure,184
4583,L51762,L,302.9,311.2,1634,36.9,71,0,No Failure,0.499404529078727,61.23666650841262,13.851854641004522,182,No Failure,182
4584,M19443,M,302.9,311.2,1467,37.7,73,0,No Failure,0.5784002779310748,58.49592934812579,10.967823884758944,180,No Failure,180
4585,L51764,L,302.8,311.1,1550,32.3,76,0,No Failure,0.4811738664913693,55.08275118261015,10.494588106973662,177,No Failure,177
4586,L51765,L,302.8,311.1,1563,32.2,78,0,No Failure,0.6193112945851028,61.57859711148262,8.478114038866057,175,No Failure,175
4587,L51766,L,302.7,310.9,1395,48.3,80,0,No Failure,0.6021515392781864,65.86348788592534,9.805856359702892,173,No Failure,173
4588,M19447,M,302.8,311.0,1507,33.4,82,0,No Failure,0.5918914854658329,57.61991126200528,10.228759521405271,171,No Failure,171
4589,L51768,L,302.8,311.0,1564,38.5,85,0,No Failure,0.4540343227727003,55.2759275487914,8.4246454071514,168,No Failure,168
4590,L51769,L,302.8,311.1,1721,30.0,87,0,No Failure,0.3920157552218513,60.82512631219356,9.415365708461824,166,No Failure,166
4591,L51770,L,302.8,311.1,1456,36.1,89,0,No Failure,0.4386412394637206,53.3219666667682,9.66839996379398,164,No Failure,164
4592,H34005,H,302.9,311.2,2102,17.8,91,0,No Failure,0.5196240940666721,56.698093147322304,10.111841321846436,162,No Failure,162
4593,L51772,L,302.9,311.1,1555,33.9,96,0,No Failure,0.5545786713532356,66.1120108082525,6.474586019916792,157,No Failure,157
4594,L51773,L,303.0,311.2,1409,41.9,98,0,No Failure,0.2828428595239552,60.31089614906144,9.72945891859147,155,No Failure,155
4595,M19454,M,303.0,311.2,1387,41.4,100,0,No Failure,0.499188679838825,50.60266518026917,9.245307633840136,153,No Failure,153
4596,M19455,M,303.0,311.2,1460,43.9,103,0,No Failure,0.5158089225323185,51.015041763602994,9.9582317007502,150,No Failure,150
4597,L51776,L,303.0,311.2,1361,47.6,106,1,Heat Dissipation Failure,0.4722455743684448,60.81042846323388,12.070553132360512,147,Heat Dissipation Failure,147
4598,M19457,M,303.0,311.1,1490,43.0,108,0,No Failure,0.6291273839015878,64.31195287958843,14.104790984242412,145,No Failure,145
4599,L51778,L,303.1,311.2,1399,49.2,111,0,No Failure,0.542178007425087,51.91189270686925,11.356754399289256,142,No Failure,142
4600,L51779,L,303.1,311.1,1420,55.8,113,0,No Failure,0.6310191908080898,62.24856303748254,7.531155655867328,140,No Failure,140
4601,L51780,L,303.0,311.0,1359,44.2,115,1,Heat Dissipation Failure,0.4784039479649767,66.65171753744859,9.309186096334932,138,Heat Dissipation Failure,138
4602,M19461,M,303.0,311.1,1372,54.3,117,1,Heat Dissipation Failure,0.5937477492506925,69.4392949397932,11.191926617662183,136,Heat Dissipation Failure,136
4603,M19462,M,303.0,311.0,1409,41.7,120,0,No Failure,0.663506639452752,61.65611379929938,10.966580992858049,133,No Failure,133
4604,H34017,H,302.9,311.0,1452,58.3,123,0,No Failure,0.6311693449272662,62.53401297276237,11.97465147090615,130,No Failure,130
4605,L51784,L,302.9,311.0,1820,24.6,128,0,No Failure,0.3907858406571267,49.33407786185928,9.805298011418808,125,No Failure,125
4606,H34019,H,302.9,311.0,1469,48.7,130,0,No Failure,0.4746323922457619,70.49876273997995,9.272999511268988,123,No Failure,123
4607,L51786,L,302.9,311.1,1556,45.3,135,0,No Failure,0.4654835294550203,57.12254893451939,13.504848007832075,118,No Failure,118
4608,L51787,L,303.0,311.1,1980,20.2,137,0,No Failure,0.5489254535076328,55.33264420787479,10.117341206739274,116,No Failure,116
4609,M19468,M,303.0,311.2,1519,38.0,139,0,No Failure,0.5686353555014533,58.72396932780188,7.96665124795777,114,No Failure,114
4610,L51789,L,303.0,311.2,1456,44.0,142,0,No Failure,0.4161107325974263,67.55836707092716,12.950267314065842,111,No Failure,111
4611,L51790,L,303.1,311.2,1394,45.3,144,0,No Failure,0.5067838513916938,71.04023023771774,7.007809017211111,109,No Failure,109
4612,L51791,L,303.0,311.3,1365,56.2,146,1,Heat Dissipation Failure,0.2980072667843864,60.627043397379225,3.009909555022789,107,Heat Dissipation Failure,107
4613,L51792,L,303.0,311.3,2194,16.5,148,0,No Failure,0.644194500580189,64.99042086301827,11.538773516075148,105,No Failure,105
4614,L51793,L,303.1,311.3,1403,55.6,150,0,No Failure,0.4487625759323306,60.21602024342752,11.821401942049263,103,No Failure,103
4615,H34028,H,303.0,311.2,1503,37.0,152,0,No Failure,0.5055863939844497,54.81102263490908,10.82802588388938,101,No Failure,101
4616,L51795,L,303.0,311.3,1793,29.3,157,0,No Failure,0.4690350286011939,67.38371835394145,7.3950878320159,96,No Failure,96
4617,L51796,L,303.1,311.4,1829,24.5,159,0,No Failure,0.6146027575013415,56.88936259821806,9.882260289515358,94,No Failure,94
4618,M19477,M,303.1,311.4,1831,23.3,161,0,No Failure,0.2162493558602621,67.67765386685942,9.443662852892258,92,No Failure,92
4619,M19478,M,303.0,311.3,1335,53.6,164,1,Heat Dissipation Failure,0.4983389657674091,66.49270664884541,8.92542197821522,89,Heat Dissipation Failure,89
4620,H34033,H,303.1,311.3,2056,19.7,167,0,No Failure,0.4894181242502302,63.07018131978604,12.82413886161856,86,No Failure,86
